1	AIL	49.3	49.5	45.5	49.3	45.1	4.2	4,569	108.1520	2,254,007	
2	SPCL	40.2	43.3	39.7	40.2	41.2	-1	2,775	96.5870	2,327,682	
3	SPCERAMICS	23.6	24.9	22.6	23.6	23.3	0.3	2,965	88.5770	3,743,835	
4	MIDLANDBNK	19.1	19.7	18.7	19.1	19.6	-0.5	1,329	87.6630	4,531,211	
5	ABB1STMF	5.2	5.4	5	5.2	5.1	0.1	856	83.1810	15,874,962	
6	EBL	27	27	26.8	27	27	0	802	82.6800	3,068,752	
7	FINEFOODS	200.7	201.8	194	200.7	193.4	7.3	2,772	73.5600	371,491	
8	BSC	94.1	96.5	93.8	94.1	95.1	-1	1,842	69.3210	734,129	
9	GLOBALINS	31.3	32.5	29.3	31.3	29.6	1.7	1,590	68.9840	2,195,521	
10	ORIONINFU	384.6	392.8	380.6	384.6	390.8	-6.2	1,940	63.3190	164,425	
11	BXPHARMA	94.8	96.4	94.4	94.8	96.5	-1.7	1,292	60.9420	641,480	
12	UTTARABANK	20	20.1	19.7	20	19.9	0.1	760	55.9880	2,805,408	
13	EASTRNLUB	2	2,628.7	2,447.8	2,454.4	2	-122.2	2,069	51.4310	20,560	
14	SALAMCRST	21.5	23.8	20.7	21.5	22.7	-1.2	2,258	47.4130	2,144,286	
15	KBPPWBIL	121.6	125.5	118.4	121.6	121.8	-0.2	1,587	46.0980	377,341	
16	BRACBANK	49.6	50	49.4	49.6	49.3	0.3	510	45.0640	908,533	
17	APEXFOOT	222.5	233.9	220.3	222.5	234	-11.5	1,514	41.2340	181,545	
18	INTRACO	23.3	23.8	23.2	23.3	23.8	-0.5	829	39.0050	1,667,153	
19	CVOPRL	148.8	151.2	148.1	148.8	150.9	-2.1	1,272	38.3480	256,274	
20	LOVELLO	80.3	80.7	79	80.3	80.1	0.2	968	38.3190	478,610	
21	ADNTEL	77.9	81.8	77.8	77.9	81.8	-3.9	1,668	37.1460	471,041	
22	NRBBANK	13.1	13.7	12.9	13.1	13.7	-0.6	510	36.3270	2,725,272	
23	BEACHHATCH	71.5	72	71.5	71.5	79.4	-7.9	572	34.1280	477,305	
24	JAMUNABANK	18.9	19	18.8	18.9	19	-0.1	414	31.2860	1,654,541	
25	SQURPHARMA	214	215.4	214	214	214.3	-0.3	819	31.1180	145,299	
26	IFADAUTOS	26	26.4	25	26	25.6	0.4	1,421	26.9100	1,045,026	
27	DGIC	28.5	30.2	28.1	28.5	30.4	-1.9	1,277	26.0700	899,479	
28	MALEKSPIN	26.1	26.3	25.6	26.1	25.7	0.4	590	25.3450	976,845	
29	QUASEMIND	33.1	33.2	32.5	33.1	32.6	0.5	1,033	24.4820	743,690	
30	GQBALLPEN	158.2	161	155.3	158.2	154.4	3.8	379	22.9930	145,064	
31	EIL	53.4	53.7	52.6	53.4	53.2	0.2	467	22.4170	422,148	
32	ROBI	25.4	25.6	25.3	25.4	25.5	-0.1	543	22.0450	868,603	
33	HEIDELBCEM	266.7	285	258	266.7	268.1	-1.4	1,069	21.5810	77,690	
34	CLICL	51.3	52.1	49.3	51.3	50	1.3	792	21.5660	424,505	
35	CITYBANK	22.2	22.6	21.8	22.2	22.6	-0.4	516	21.1610	956,582	
36	RECKITTBEN	3	3,856	3,810	3,814.6	3	-51.9	766	20.8790	5,458	
37	MAGURAPLEX	69.3	72.1	69.1	69.3	71.7	-2.4	970	19.5460	278,752	
38	RUNNERAUTO	29	29.7	28.7	29	29.4	-0.4	1,005	19.4410	666,728	
39	SHAHJABANK	19	19	18.6	19	18.6	0.4	205	19.1980	1,012,933	
40	LHB	44.2	44.4	44	44.2	44.2	0	522	18.2140	411,991	
41	NTLTUBES	78.3	80.9	78	78.3	79.8	-1.5	907	17.5040	222,501	
42	MIRAKHTER	30.9	31.1	29.6	30.9	29.5	1.4	737	16.9710	558,502	
43	FUWANGFOOD	14.5	14.8	14.4	14.5	14.7	-0.2	568	16.6260	1,141,183	
44	DELTALIFE	72	73.5	71.8	72	73	-1	791	16.0590	222,345	
45	SIPLC	46.5	46.8	45	46.5	46.1	0.4	621	15.9030	345,287	
46	NATLIFEINS	89.3	91.6	88.5	89.3	91.4	-2.1	495	15.7490	176,520	
47	NAVANAPHAR	52.9	54.2	52.7	52.9	53.9	-1	847	15.0710	283,736	
48	SEMLLECMF	9.9	10	9.3	9.9	9.4	0.5	238	14.4770	1,472,836	
49	KAY&QUE	219.2	220.6	205.5	219.2	205.5	13.7	929	14.2470	66,444	
50	GPHISPAT	20.8	21.1	20.6	20.8	21	-0.2	467	14.1600	680,148	
51	PROGRESLIF	68.1	77.6	67.1	68.1	70.6	-2.5	753	14.1350	196,066	
52	CONTININS	26.1	27.2	25.7	26.1	26.6	-0.5	535	14.0100	530,866	
53	BESTHLDNG	17.1	17.3	17	17.1	17.1	0	571	13.9490	816,582	
54	PREMIERCEM	54.3	55.1	54.1	54.4	54.1	0.2	494	13.8160	253,601	
55	GP	319.7	322.9	319	319.7	319.5	0.2	382	13.4860	42,193	
56	HAKKANIPUL	56.2	58.3	56	56.2	57.9	-1.7	797	13.4810	237,545	
57	ACI	193.7	197.5	192.5	193.7	196.6	-2.9	728	13.3790	68,929	
58	AGNISYSL	26.2	26.7	26.1	26.2	26.6	-0.4	696	13.0160	494,523	
59	DOREENPWR	23.9	24.9	23.6	23.9	24.2	-0.3	611	12.9990	536,146	
60	RELIANCE1	20.7	21	20.6	20.7	20.8	-0.1	378	12.8380	618,579	
61	SONALIANSH	177	178.3	172.9	177	174.9	2.1	827	12.6170	71,711	
62	BATBC	322.9	324	322.7	322.9	322.8	0.1	577	12.5280	38,790	
63	LANKABAFIN	16.5	16.8	16.4	16.5	16.7	-0.2	484	12.3270	744,512	
